,mean,std,date
0,2.6963441955948446,8.42836017505477,2006-01-01
1,2.206799867729257,5.587146833831233,2006-01-02
2,0.7325682059412689,1.3455560654807053,2006-01-03
3,0.24308543291096743,0.6971913657894381,2006-01-04
4,3.3773170976019173,13.465589460094838,2006-01-05
5,1.200168055999841,2.768406516021217,2006-01-06
6,0.3466740820191002,1.0436699512436824,2006-01-07
7,0.8107392521716454,2.031203715548534,2006-01-08
8,0.1185499154806686,0.36617132641735134,2006-01-09
9,2.6432729665560015,7.7960858525199415,2006-01-10
10,8.055923256324604,17.3657675569621,2006-01-11
11,1.6926361289733904,4.250464700508518,2006-01-12
12,0.7033360837080441,1.501308255628373,2006-01-13
13,1.430564446803016,3.197558671329603,2006-01-14
14,5.090967121006023,11.848894620102529,2006-01-15
15,6.020696216260798,19.597666060892728,2006-01-16
16,1.5909633050926328,2.944829057137766,2006-01-17
17,0.0,0.0,2006-01-18
18,2.72673633557393,10.740178665487253,2006-01-19
19,0.8120760575041329,1.4007116963411879,2006-01-20
20,6.003944368629683,13.223363996695443,2006-01-21
21,7.564441675120698,17.736579068523056,2006-01-22
22,3.222716625584456,5.887282291542047,2006-01-23
23,4.461963627337744,12.482840867711543,2006-01-24
24,5.291843015798544,10.999200963060288,2006-01-25
25,5.197534217898335,10.041421260743663,2006-01-26
26,7.5087095402912905,12.703409016114696,2006-01-27
27,3.039758051246671,5.560425248923678,2006-01-28
28,1.6927809317296902,4.284330556764511,2006-01-29
29,2.421616118408565,4.632593788818045,2006-01-30
30,1.0972815348785454,2.1868137284555633,2006-01-31
31,5.7599197287345305,13.926199260221594,2006-02-01
32,2.0961777655819396,6.0486956970185455,2006-02-02
33,0.23181539023815795,0.41761394469958885,2006-02-03
34,4.853359458502382,7.287881589097385,2006-02-04
35,2.5333425201616984,4.504338176818524,2006-02-05
36,3.2334318147409897,11.40542572220445,2006-02-06
37,1.5606764500262216,2.160041835869202,2006-02-07
38,0.8702300531565145,2.062037429331459,2006-02-08
39,3.4418198223907632,7.092772779752441,2006-02-09
40,4.433497856471798,12.123594322622163,2006-02-10
41,3.3068724180338904,8.078275087219499,2006-02-11
42,2.408968465689603,4.047745057003682,2006-02-12
43,4.548653115580237,8.905354517392942,2006-02-13
44,2.04103286094843,3.134991225506475,2006-02-14
45,2.146519682303603,5.781482539606867,2006-02-15
46,3.763278226584329,10.574310673190505,2006-02-16
47,1.519336137425853,3.7225594467256915,2006-02-17
48,1.7590715471020044,4.414546380401117,2006-02-18
49,9.137103908038366,18.39566781615897,2006-02-19
50,2.900234956593652,4.142949263358989,2006-02-20
51,2.1356183226349197,4.859388131599913,2006-02-21
52,0.9699013578418609,2.512533030768986,2006-02-22
53,2.047168098111537,4.840174891829308,2006-02-23
54,0.8024882442051811,1.3438198570377322,2006-02-24
55,0.8224197045365145,2.879432895547297,2006-02-25
56,3.831740998949889,8.710501596934307,2006-02-26
57,3.642574671123709,14.079119121481932,2006-02-27
58,3.267192989837245,7.135403278610309,2006-02-28
59,0.5398791884934846,1.1073446271274325,2006-03-01
60,2.647010662518109,4.638213110024703,2006-03-02
61,4.495330553397382,10.453649766296332,2006-03-03
62,1.6519135144741475,3.686850817113325,2006-03-04
63,4.421052802146213,13.26845052025525,2006-03-05
64,0.8780946649754436,2.3570709697717884,2006-03-06
65,2.618926108425512,7.303299938360187,2006-03-07
66,5.66216933922468,15.346621728488492,2006-03-08
67,1.2491330736988207,2.519418072840453,2006-03-09
68,2.389585225267053,6.461871073790152,2006-03-10
69,0.7900254131527618,2.301816975180301,2006-03-11
70,1.9950537723616435,7.460676723875222,2006-03-12
71,1.5667718662500971,3.2342747741565576,2006-03-13
72,2.6296234315460816,6.72249662135375,2006-03-14
73,2.0357849001551847,3.216817918525314,2006-03-15
74,1.146858090526491,2.253881654335133,2006-03-16
75,0.47138387097415296,1.1486642772285878,2006-03-17
76,0.36521733132498674,0.7513975355417293,2006-03-18
77,1.2834514107843071,3.21306739613297,2006-03-19
78,0.6687412276603156,1.9968324112878102,2006-03-20
79,2.072669850011672,4.399390366840967,2006-03-21
80,2.106655649676473,5.683774722669689,2006-03-22
81,1.1601024667827784,3.519361928175217,2006-03-23
82,3.975545443453094,12.197781412278792,2006-03-24
83,0.0,0.0,2006-03-25
84,0.884790351171562,2.0307867507052038,2006-03-26
85,1.1524797413065764,2.642812996603175,2006-03-27
86,0.235614446631059,0.5370761566593929,2006-03-28
87,1.201633802494533,4.833641927463287,2006-03-29
88,2.6728237299940765,9.127092465558936,2006-03-30
89,4.288688936087835,9.709573426080295,2006-03-31
90,0.0,0.0,2006-04-01
91,6.243306733917312,10.25620377161942,2006-04-02
92,0.0,0.0,2006-04-03
93,5.801984879157577,18.73334665766677,2006-04-04
94,2.07958077641836,5.235503495220003,2006-04-05
95,0.5005081564799444,1.140466392525032,2006-04-06
96,1.6082308168084378,3.290391592240986,2006-04-07
97,3.0200554543495985,7.129997734719971,2006-04-08
98,3.291707049980427,6.99211323413337,2006-04-09
99,2.785679461274932,8.46278144178055,2006-04-10
100,0.4743962437162606,0.9985295792490384,2006-04-11
101,0.3181822653069893,0.9968070852430551,2006-04-12
102,0.0,0.0,2006-04-13
103,2.964220710724216,9.184229119941946,2006-04-14
104,0.6814032508762986,1.4469016835168693,2006-04-15
105,3.2907376866205595,5.3819473650780045,2006-04-16
106,4.079710259332663,11.091823001375639,2006-04-17
107,0.0,0.0,2006-04-18
108,2.9737626511112984,4.849060461187442,2006-04-19
109,3.4622277172664844,7.977487099112843,2006-04-20
