,Name,NameMnemonic,StateCode,hist_mean,hist_std,hist_min,hist_max,hist_median,hist_pr60,hist_pr70,hist_pr80,hist_pr90,hist_pr95,rcp45_mean,rcp45_std,rcp45_min,rcp45_max,rcp45_median,rcp85_mean,rcp85_std,rcp85_min,rcp85_max,rcp85_median,1990_2019_mean,1990_2019_std,1990_2019_min,1990_2019_max,1990_2019_median
0,Hanford Office of River Protection,Hanford ,WA,813.1936951773553,144.62316382042596,504.7241067068956,1176.4360970633427,800.055923243936,836.3050261579289,877.5495896693686,931.2355357142909,1003.0708079310878,1064.9478588431273,1380.5747249171743,271.6760672733682,801.0274024309481,1997.863476562506,1390.1341711861803,1701.7947089541424,519.5153262365386,840.4646124267628,2900.8406674630373,1654.0689825875477,3571.612262955097,278.0942435564402,2991.5115216064537,4170.142685198113,3573.484018903469
1,Moab,Moab,UT,963.9582142514645,153.09072377455266,633.8660110909641,1347.9725191824828,958.9379025704568,993.6079969133696,1030.2601895577616,1083.1104983956527,1168.2674197387748,1220.2575942121287,1585.1139170855088,270.4314350845155,982.1653017752561,2230.5266065325113,1592.7540616716717,1932.4649419776495,561.5660715115728,999.8798411342125,3228.508400355756,1874.131535382958,3656.5211003556365,281.2409690368172,3093.9068005371173,4215.812180001404,3659.1566530936198
2,Oak Ridge,ORNL,TN,1270.1498230603338,152.39320089717157,969.9443171909933,1661.5376929582933,1250.3596248517779,1291.7157191685328,1335.2404644339488,1401.3846409389016,1478.4609453473836,1536.727608228417,1892.4906605382369,271.5798485782546,1293.5789926583489,2490.1445227050863,1914.2428225272113,2237.8642913929743,564.9659295412342,1301.7973835100506,3534.1119289725257,2166.674746093757,4524.333181831859,286.78402626750494,3964.640732770657,5140.986294904447,4522.0406969343
3,Portsmouth,Portsmouth,OH,896.0199807677028,137.76760432328166,628.9112202671638,1252.516676897327,881.4206907871842,919.4850100272093,962.9753084019304,1016.9726751709036,1075.4452382115007,1122.0651873125403,1456.4133713486156,253.45520046720054,905.2038289097429,2017.8368903459889,1477.9919203840045,1788.0595897612016,528.4278263233764,916.5425759451781,2965.997103445878,1723.3858955165383,3700.9954572315023,261.10473770072105,3185.9276322719124,4235.535280936114,3698.590321132124
4,Savannah River Site,SRS,SC,2065.036672199802,180.90631161369467,1693.951031755727,2543.386311819902,2038.4845800345363,2087.8709947858615,2141.8786621093827,2210.8523837716316,2308.5540453665685,2380.917540610186,2776.6508110705577,302.0694243270199,2105.1773418317607,3495.147106584831,2797.087283455994,3167.6720427511473,637.6421458150273,2113.7991747175024,4626.219783063627,3091.0405157906757,6056.9409124154645,326.77950108631484,5409.250460030704,6787.392548217786,6050.305037318651
5,Waste Isolation Pilot Plant (WIPP),WIPP,NM,1976.113789929767,195.34222531260596,1555.5056516810891,2460.0061692592158,1971.7697260829457,2020.6013663155773,2072.0216386631632,2129.1365882219666,2216.4133577619355,2300.572600969595,2756.9296252574645,343.9488291389966,1926.1748686000349,3489.868253784189,2778.051892700204,3166.83778702015,713.9621722158801,1938.5888443429205,4738.034035121384,3079.8453549194433,5672.565383664598,327.8926427950098,4998.297366420212,6331.70087402345,5652.621066807349
6,West Valley Demonstration Project,WVDP,NY,250.52264168252992,81.54394599120153,103.3596224539637,479.6909430803604,237.78736768450307,260.96779654366895,287.94898363386153,318.37457807268686,356.64692269461796,387.995196663996,589.7630512923538,174.6321216561404,218.33205174037636,1000.4328975132578,600.3158809116949,837.9836058605667,386.9476218124693,237.83716753278705,1741.721686139794,777.7683545357886,2194.337453829768,204.7854274322714,1783.9612928990016,2651.6144578334342,2176.62321794783
7,Paducah,Paducah,KY,1638.4239838596327,175.51273473349306,1279.2291386195648,2104.061663643981,1622.102128688274,1662.4951443917473,1715.618622044161,1779.140869576597,1869.300393502379,1942.1898862566336,2319.5069051786872,308.2056041629685,1647.7776822335447,3045.733493565159,2341.4433804321366,2740.9514277996855,640.9596137659884,1638.6722774832651,4248.416549159469,2676.5156372506353,4971.903177403052,314.3557685490479,4370.989498901377,5660.714097813209,4968.234257812512
8,Energy Technology Engineering Center (ETEC),ETEC,CA,462.02738251822785,107.70087248736624,228.41446376255922,730.5980947440066,458.57648768834144,481.37760079520547,513.575363682343,548.7275827462382,595.5016474696619,640.0311652701291,923.937127623714,225.41334878103504,428.67512843541175,1465.3787452043885,935.3334447806284,1209.443317435135,463.39978432239246,444.4400511823427,2308.779461931511,1141.9453898402692,4043.4690301483747,332.14426493402175,3349.188348999037,4733.095223301494,4039.2551223319065
