,hist_mean,hist_std,hist_max,rcp45_mean,rcp45_max,rcp85_mean,rcp85_max,shifting_rcp45,shifting_rcp85,hist_10yr_mean,mid_rcp45_mean,shifting_mid_rcp45,late_rcp45_mean,shifting_late_rcp45,mid_rcp85_mean,shifting_mid_rcp85,late_rcp85_mean,shifting_late_rcp85
Annual precipitation (mm/day),2.82,0.09,3.04,3.0,3.36,3.07,3.35,3,3,2.88,3.0,2,3.05,3,3.07,3,3.2,3
Extreme precipitation day,1.86,0.81,6.33,2.62,8.24,3.02,9.33,1,2,2.2,2.71,1,2.87,1,3.33,2,3.99,2
Annual avg Tmax (C),18.35,0.37,19.59,20.52,21.63,21.5,24.43,3,3,18.81,20.61,3,21.2,3,21.15,3,23.74,3
Maximum Daily Precipitation (mm/day),43.81,7.26,95.05,48.83,99.1,53.9,131.0,1,2,47.44,50.79,1,52.46,1,58.12,2,59.43,2
SPEI,0.0,0.24,-0.69,0.32,-0.53,0.36,-0.52,0,0,0.03,0.27,0,0.39,0,0.32,0,0.31,0
Heating Degree Days,5023.11,198.53,5910.95,4157.57,5306.38,3873.91,5287.43,0,0,4822.81,4181.64,0,3919.14,0,3973.8,0,3160.78,0
Extreme Degree Days,0.0,0.0,0.0,0.0,3.0,0.0,35.66,0,0,0.0,0.15,0,0.14,0,0.25,3,8.24,3
Cooling Degree Days,881.42,81.56,1252.52,1477.99,2017.84,1723.39,2966.0,3,3,1002.53,1504.83,3,1639.14,3,1658.96,3,2522.21,3
Wildfire,,,,6.27,,5.01,,1,0,4.57,5.54,1,6.99,1,4.22,0,5.8,1
