,hist_mean,hist_std,hist_max,rcp45_mean,rcp45_max,rcp85_mean,rcp85_max,shifting_rcp45,shifting_rcp85,hist_10yr_mean,mid_rcp45_mean,shifting_mid_rcp45,late_rcp45_mean,shifting_late_rcp45,mid_rcp85_mean,shifting_mid_rcp85,late_rcp85_mean,shifting_late_rcp85
Annual precipitation (mm/day),0.79,0.05,0.88,0.78,0.99,0.75,0.88,0,0,0.77,0.74,0,0.77,1,0.75,0,0.74,0
Extreme precipitation day,0.21,0.48,2.9,0.31,3.33,0.29,3.38,1,1,0.42,0.57,1,0.61,1,0.51,1,0.49,1
Annual avg Tmax (C),25.49,0.32,26.66,27.75,28.89,28.76,31.99,3,3,25.89,27.9,3,28.6,3,28.37,3,31.06,3
Maximum Daily Precipitation (mm/day),30.83,8.19,108.71,32.09,106.41,31.72,117.75,1,1,32.82,34.33,1,36.73,1,34.63,1,34.96,1
SPEI,-0.01,0.3,-0.58,-0.38,-0.97,-0.61,-1.46,2,3,-0.04,-0.22,1,-0.48,3,-0.56,3,-1.01,3
Heating Degree Days,2542.58,103.65,3036.3,1934.33,2605.28,1740.81,2669.54,0,0,2427.02,1922.73,0,1753.9,0,1802.01,0,1214.03,0
Extreme Degree Days,0.0,0.0,0.41,0.05,28.7,1.45,207.07,3,3,0.01,0.74,0,5.02,3,2.8,3,75.58,3
Cooling Degree Days,1971.77,100.25,2460.01,2778.05,3489.87,3079.85,4738.03,3,3,2093.41,2794.56,3,3051.34,3,2980.37,3,4112.58,3
Wildfire,,,,25.74,,25.93,,3,3,22.11,21.68,3,29.81,3,24.63,3,27.22,3
